"Notes"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Pre-pregnancy Weight"	"Mother's Pre-pregnancy Weight Code"	"Mother's Weight Gain"	"Mother's Weight Gain Code"	Births
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"75 lbs"	"75"	4
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"76 lbs"	"76"	1
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"77 lbs"	"77"	1
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"78 lbs"	"78"	1
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"79 lbs"	"79"	1
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"80 lbs"	"80"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"82 lbs"	"82"	1
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"83 lbs"	"83"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"84 lbs"	"84"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"85 lbs"	"85"	1
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"86 lbs"	"86"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"90 lbs"	"90"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"92 lbs"	"92"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"96 lbs"	"96"	1
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"98 or more"	"98"	2
	"30-34 years"	"30-34"	"325 - 375 lbs"	"7"	"Unknown or Not Stated"	"99"	293
	"30-34 years"	"30-34"	"Unknown or Not Stated"	"9"	"Unknown or Not Stated"	"99"	21411
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"0 lbs"	"0"	275
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"1 lbs"	"1"	47
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"2 lbs"	"2"	56
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"3 lbs"	"3"	67
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"4 lbs"	"4"	100
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"5 lbs"	"5"	151
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"6 lbs"	"6"	166
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"7 lbs"	"7"	165
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"8 lbs"	"8"	227
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"9 lbs"	"9"	257
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"10 lbs"	"10"	518
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"11 lbs"	"11"	409
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"12 lbs"	"12"	553
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"13 lbs"	"13"	648
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"14 lbs"	"14"	789
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"15 lbs"	"15"	1161
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"16 lbs"	"16"	1076
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"17 lbs"	"17"	1290
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"18 lbs"	"18"	1532
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"19 lbs"	"19"	1472
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"20 lbs"	"20"	3162
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"21 lbs"	"21"	2104
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"22 lbs"	"22"	2733
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"23 lbs"	"23"	2638
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"24 lbs"	"24"	2862
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"25 lbs"	"25"	3802
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"26 lbs"	"26"	3063
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"27 lbs"	"27"	3216
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"28 lbs"	"28"	3227
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"29 lbs"	"29"	2851
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"30 lbs"	"30"	4994
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"31 lbs"	"31"	2799
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"32 lbs"	"32"	2976
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"33 lbs"	"33"	2789
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"34 lbs"	"34"	2481
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"35 lbs"	"35"	2990
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"36 lbs"	"36"	2190
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"37 lbs"	"37"	1948
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"38 lbs"	"38"	1852
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"39 lbs"	"39"	1431
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"40 lbs"	"40"	2423
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"41 lbs"	"41"	1113
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"42 lbs"	"42"	1198
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"43 lbs"	"43"	972
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"44 lbs"	"44"	858
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"45 lbs"	"45"	1176
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"46 lbs"	"46"	663
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"47 lbs"	"47"	669
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"48 lbs"	"48"	596
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"49 lbs"	"49"	444
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"50 lbs"	"50"	771
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"51 lbs"	"51"	323
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"52 lbs"	"52"	348
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"53 lbs"	"53"	288
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"54 lbs"	"54"	247
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"55 lbs"	"55"	319
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"56 lbs"	"56"	191
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"57 lbs"	"57"	155
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"58 lbs"	"58"	200
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"59 lbs"	"59"	123
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"60 lbs"	"60"	237
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"61 lbs"	"61"	106
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"62 lbs"	"62"	125
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"63 lbs"	"63"	95
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"64 lbs"	"64"	77
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"65 lbs"	"65"	104
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"66 lbs"	"66"	81
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"67 lbs"	"67"	72
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"68 lbs"	"68"	66
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"69 lbs"	"69"	39
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"70 lbs"	"70"	81
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"71 lbs"	"71"	42
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"72 lbs"	"72"	45
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"73 lbs"	"73"	35
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"74 lbs"	"74"	26
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"75 lbs"	"75"	48
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"76 lbs"	"76"	25
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"77 lbs"	"77"	17
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"78 lbs"	"78"	24
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"79 lbs"	"79"	17
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"80 lbs"	"80"	39
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"81 lbs"	"81"	15
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"82 lbs"	"82"	14
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"83 lbs"	"83"	11
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"84 lbs"	"84"	12
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"85 lbs"	"85"	18
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"86 lbs"	"86"	9
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"87 lbs"	"87"	4
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"88 lbs"	"88"	13
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"89 lbs"	"89"	7
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"90 lbs"	"90"	7
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"91 lbs"	"91"	3
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"92 lbs"	"92"	6
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"93 lbs"	"93"	6
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"94 lbs"	"94"	7
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"95 lbs"	"95"	3
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"96 lbs"	"96"	7
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"97 lbs"	"97"	6
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"98 or more"	"98"	145
	"35-39 years"	"35-39"	" 75 - 124 lbs"	"2"	"Unknown or Not Stated"	"99"	557
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"0 lbs"	"0"	3588
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"1 lbs"	"1"	661
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"2 lbs"	"2"	815
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"3 lbs"	"3"	838
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"4 lbs"	"4"	1023
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"5 lbs"	"5"	1359
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"6 lbs"	"6"	1387
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"7 lbs"	"7"	1540
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"8 lbs"	"8"	1776
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"9 lbs"	"9"	1851
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"10 lbs"	"10"	3421
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"11 lbs"	"11"	2720
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"12 lbs"	"12"	3156
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"13 lbs"	"13"	3440
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"14 lbs"	"14"	3565
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"15 lbs"	"15"	5417
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"16 lbs"	"16"	4404
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"17 lbs"	"17"	4978
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"18 lbs"	"18"	5537
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"19 lbs"	"19"	5472
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"20 lbs"	"20"	11504
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"21 lbs"	"21"	6607
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"22 lbs"	"22"	8277
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"23 lbs"	"23"	7703
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"24 lbs"	"24"	8255
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"25 lbs"	"25"	11351
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"26 lbs"	"26"	8460
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"27 lbs"	"27"	8711
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"28 lbs"	"28"	9039
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"29 lbs"	"29"	8353
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"30 lbs"	"30"	15712
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"31 lbs"	"31"	8205
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"32 lbs"	"32"	8947
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"33 lbs"	"33"	8880
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"34 lbs"	"34"	7764
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"35 lbs"	"35"	11445
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"36 lbs"	"36"	6988
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"37 lbs"	"37"	6908
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"38 lbs"	"38"	6663
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"39 lbs"	"39"	5412
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"40 lbs"	"40"	9848
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"41 lbs"	"41"	4710
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"42 lbs"	"42"	4956
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"43 lbs"	"43"	4408
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"44 lbs"	"44"	4115
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"45 lbs"	"45"	5489
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"46 lbs"	"46"	3280
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"47 lbs"	"47"	3058
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"48 lbs"	"48"	2950
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"49 lbs"	"49"	2314
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"50 lbs"	"50"	4165
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"51 lbs"	"51"	1886
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"52 lbs"	"52"	1866
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"53 lbs"	"53"	1658
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"54 lbs"	"54"	1459
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"55 lbs"	"55"	2116
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"56 lbs"	"56"	1147
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"57 lbs"	"57"	1004
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"58 lbs"	"58"	991
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"59 lbs"	"59"	789
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"60 lbs"	"60"	1471
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"61 lbs"	"61"	604
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"62 lbs"	"62"	598
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"63 lbs"	"63"	526
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"64 lbs"	"64"	530
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"65 lbs"	"65"	707
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"66 lbs"	"66"	395
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"67 lbs"	"67"	354
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"68 lbs"	"68"	318
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"69 lbs"	"69"	235
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"70 lbs"	"70"	523
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"71 lbs"	"71"	208
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"72 lbs"	"72"	196
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"73 lbs"	"73"	184
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"74 lbs"	"74"	157
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"75 lbs"	"75"	259
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"76 lbs"	"76"	112
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"77 lbs"	"77"	113
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"78 lbs"	"78"	100
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"79 lbs"	"79"	92
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"80 lbs"	"80"	179
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"81 lbs"	"81"	68
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"82 lbs"	"82"	60
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"83 lbs"	"83"	66
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"84 lbs"	"84"	55
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"85 lbs"	"85"	80
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"86 lbs"	"86"	27
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"87 lbs"	"87"	42
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"88 lbs"	"88"	43
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"89 lbs"	"89"	26
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"90 lbs"	"90"	60
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"91 lbs"	"91"	33
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"92 lbs"	"92"	17
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"93 lbs"	"93"	31
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"94 lbs"	"94"	24
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"95 lbs"	"95"	42
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"96 lbs"	"96"	23
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"97 lbs"	"97"	16
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"98 or more"	"98"	354
	"35-39 years"	"35-39"	"125 - 174 lbs"	"3"	"Unknown or Not Stated"	"99"	2384
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"0 lbs"	"0"	5217
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"1 lbs"	"1"	779
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"2 lbs"	"2"	984
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"3 lbs"	"3"	973
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"4 lbs"	"4"	1180
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"5 lbs"	"5"	1341
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"6 lbs"	"6"	1335
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"7 lbs"	"7"	1510
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"8 lbs"	"8"	1618
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"9 lbs"	"9"	1670
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"10 lbs"	"10"	2510
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"11 lbs"	"11"	1944
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"12 lbs"	"12"	2131
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"13 lbs"	"13"	2259
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"14 lbs"	"14"	2432
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"15 lbs"	"15"	3236
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"16 lbs"	"16"	2602
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"17 lbs"	"17"	2714
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"18 lbs"	"18"	2862
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"19 lbs"	"19"	2696
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"20 lbs"	"20"	5015
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"21 lbs"	"21"	2773
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"22 lbs"	"22"	3268
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"23 lbs"	"23"	3002
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"24 lbs"	"24"	3047
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"25 lbs"	"25"	4137
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"26 lbs"	"26"	2829
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"27 lbs"	"27"	2912
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"28 lbs"	"28"	2694
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"29 lbs"	"29"	2685
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"30 lbs"	"30"	4618
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"31 lbs"	"31"	2456
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"32 lbs"	"32"	2603
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"33 lbs"	"33"	2357
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"34 lbs"	"34"	2111
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"35 lbs"	"35"	2926
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"36 lbs"	"36"	2014
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"37 lbs"	"37"	1834
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"38 lbs"	"38"	1842
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"39 lbs"	"39"	1532
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"40 lbs"	"40"	3024
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"41 lbs"	"41"	1293
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"42 lbs"	"42"	1395
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"43 lbs"	"43"	1264
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"44 lbs"	"44"	1140
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"45 lbs"	"45"	1646
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"46 lbs"	"46"	966
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"47 lbs"	"47"	944
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"48 lbs"	"48"	904
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"49 lbs"	"49"	790
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"50 lbs"	"50"	1611
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"51 lbs"	"51"	621
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"52 lbs"	"52"	595
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"53 lbs"	"53"	583
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"54 lbs"	"54"	503
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"55 lbs"	"55"	783
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"56 lbs"	"56"	430
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"57 lbs"	"57"	388
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"58 lbs"	"58"	376
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"59 lbs"	"59"	294
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"60 lbs"	"60"	719
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"61 lbs"	"61"	264
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"62 lbs"	"62"	234
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"63 lbs"	"63"	250
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"64 lbs"	"64"	233
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"65 lbs"	"65"	357
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"66 lbs"	"66"	165
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"67 lbs"	"67"	154
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"68 lbs"	"68"	157
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"69 lbs"	"69"	151
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"70 lbs"	"70"	262
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"71 lbs"	"71"	104
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"72 lbs"	"72"	119
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"73 lbs"	"73"	94
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"74 lbs"	"74"	79
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"75 lbs"	"75"	156
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"76 lbs"	"76"	81
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"77 lbs"	"77"	73
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"78 lbs"	"78"	65
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"79 lbs"	"79"	73
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"80 lbs"	"80"	98
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"81 lbs"	"81"	40
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"82 lbs"	"82"	48
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"83 lbs"	"83"	54
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"84 lbs"	"84"	38
	"35-39 years"	"35-39"	"175 - 224 lbs"	"4"	"85 lbs"	"85"	44
